car_id,brand,model,year,engine_hp,engine_cylinders,fuel_type,transmission,driven_wheels,doors,market_category,price,popularity_score,popularity_level
590,Cadillac,XT5,2017,399,8,Petrol,Automatic,FWD,5,Sedan,45082,610,Medium
591,Volkswagen,Golf,2016,393,8,Petrol,Automatic,RWD,4,SUV,35299,524,Low
592,Jeep,Grand Cherokee,2021,99,4,Diesel,Automatic,AWD,5,Truck,26559,631,Medium
593,BMW,5 Series,2019,207,4,Petrol,CVT,AWD,4,Sedan,35358,515,Low
594,Aston Martin,Vantage,2018,166,4,Petrol,Manual,FWD,2,Sedan,30758,605,Medium
595,Honda,CR-V,2023,215,4,Petrol,Manual,AWD,4,SUV,47782,669,High
596,Mazda,Mazda3,2023,159,4,Petrol,CVT,FWD,2,SUV,39313,605,Medium
597,Porsche,Cayenne,2017,290,6,Diesel,Manual,AWD,4,Hatchback,42124,669,High
598,Mini,Cooper,2018,135,4,Hybrid,Automatic,FWD,4,Sedan,26025,545,Low
599,Kia,Sorento,2021,593,12,Diesel,Automatic,RWD,4,SUV,56791,709,High
600,Volkswagen,Tiguan,2023,198,4,Hybrid,Automatic,AWD,5,SUV,43102,787,High
601,Kia,Sorento,2020,130,4,Diesel,Automatic,FWD,5,Sedan,33509,582,Medium
602,Porsche,911,2023,192,4,Petrol,CVT,AWD,4,SUV,43370,689,High
603,Suzuki,Swift,2019,209,4,Petrol,Automatic,AWD,4,Sedan,25738,604,Medium
604,Subaru,WRX,2019,139,4,Diesel,Automatic,FWD,4,Hatchback,31520,607,Medium
605,Cadillac,Escalade,2022,402,8,Diesel,Automatic,FWD,4,SUV,51171,708,High
606,Toyota,Corolla,2017,325,6,Diesel,CVT,RWD,5,Hatchback,27521,510,Low
607,Porsche,911,2022,93,4,Diesel,Automatic,FWD,2,Sedan,29427,643,Medium
608,Subaru,Forester,2021,132,4,Petrol,Automatic,AWD,4,Sedan,35703,661,High
609,Audi,Q7,2015,329,6,Electric,Automatic,FWD,4,Hatchback,34001,609,Medium
610,Volkswagen,Golf,2020,90,4,Electric,Automatic,FWD,4,SUV,24453,576,Low
611,Nissan,Rogue,2021,116,4,Diesel,Automatic,FWD,4,Coupe,35558,541,Low
612,Porsche,911,2021,269,6,Hybrid,Automatic,RWD,4,SUV,35693,706,High
613,Buick,Enclave,2022,248,6,Electric,Automatic,AWD,4,SUV,39414,730,High
614,BMW,X5,2021,169,4,Petrol,CVT,RWD,5,SUV,39176,577,Low
615,Toyota,RAV4,2023,275,6,Hybrid,Automatic,RWD,4,Van,38781,646,Medium
616,Volvo,XC90,2024,395,8,Hybrid,CVT,AWD,4,SUV,48378,776,High
617,Ferrari,488 GTB,2024,116,4,Hybrid,Automatic,FWD,4,Sedan,43131,727,High
618,Mercedes,GLE,2024,143,4,Petrol,Automatic,FWD,4,Sedan,42447,566,Low
619,Lexus,RX,2019,207,4,Petrol,Automatic,FWD,4,Coupe,37513,558,Low
620,Mazda,Mazda3,2023,453,8,Electric,Automatic,FWD,4,SUV,54188,712,High
621,Mercedes,C-Class,2016,151,4,Electric,Manual,RWD,5,SUV,22716,497,Low
622,Chevrolet,Malibu,2023,257,6,Hybrid,CVT,FWD,5,SUV,48834,740,High
623,Jeep,Wrangler,2017,305,6,Hybrid,Automatic,FWD,4,SUV,30281,589,Medium
624,Kia,Sportage,2024,142,4,Hybrid,Automatic,RWD,4,Coupe,38440,775,High
625,Hyundai,Tucson,2022,192,4,Diesel,Automatic,FWD,5,Coupe,32571,548,Low
626,Porsche,Macan,2024,93,4,Diesel,Automatic,FWD,4,SUV,36878,593,Medium
627,BMW,X5,2020,142,4,Petrol,Automatic,RWD,4,SUV,32685,498,Low
628,Audi,Q7,2024,258,6,Petrol,CVT,FWD,5,Coupe,49277,660,High
629,Mitsubishi,Lancer,2018,289,6,Diesel,Manual,FWD,2,Sedan,31478,556,Low
630,Mini,Cooper,2023,236,6,Petrol,CVT,AWD,5,Truck,39691,654,High
631,Subaru,WRX,2023,217,4,Petrol,Automatic,FWD,5,Sedan,40683,707,High
632,Nissan,Rogue,2015,221,4,Diesel,CVT,AWD,4,SUV,23412,441,Low
633,Buick,Encore,2015,209,4,Petrol,Automatic,FWD,4,Sedan,25784,520,Low
634,Jeep,Wrangler,2016,147,4,Petrol,CVT,AWD,4,SUV,22167,434,Low
635,Mercedes,GLC,2018,141,4,Petrol,Automatic,AWD,4,SUV,26582,560,Low
636,Hyundai,Elantra,2015,151,4,Hybrid,Automatic,AWD,4,Coupe,17824,501,Low
637,Mini,Cooper,2019,181,4,Electric,Manual,AWD,5,Hatchback,27043,598,Medium
638,Mitsubishi,Outlander,2022,146,4,Petrol,Automatic,FWD,4,Hatchback,34291,567,Low
639,Chevrolet,Equinox,2018,146,4,Petrol,Automatic,FWD,4,Sedan,26199,567,Low
640,Lexus,ES,2018,148,4,Electric,Automatic,RWD,4,Hatchback,28545,579,Medium
641,Mercedes,E-Class,2021,181,4,Petrol,CVT,AWD,4,Van,40783,655,High
642,Kia,K5,2019,202,6,Petrol,Automatic,FWD,4,Sedan,39049,568,Low
643,Mazda,Mazda6,2022,334,6,Petrol,CVT,AWD,4,Hatchback,39389,635,Medium
644,Genesis,G70,2024,269,6,Hybrid,Automatic,AWD,5,Sedan,40027,645,Medium
645,Lexus,RX,2022,401,8,Petrol,Automatic,FWD,4,Sedan,49937,719,High
646,Jeep,Cherokee,2018,128,4,Petrol,CVT,AWD,4,Sedan,28111,424,Low
647,Honda,Civic,2019,131,4,Petrol,Automatic,RWD,4,Sedan,35578,605,Medium
648,Ferrari,Portofino,2016,452,8,Hybrid,Automatic,FWD,4,Sedan,40238,611,Medium
649,Lexus,ES,2015,174,4,Diesel,Automatic,AWD,4,SUV,20979,617,Medium
650,Genesis,GV80,2017,180,4,Petrol,Automatic,RWD,4,SUV,28035,589,Medium
651,BMW,X5,2024,207,4,Petrol,Automatic,FWD,4,Hatchback,41816,667,High
652,Cadillac,Escalade,2020,169,4,Hybrid,CVT,FWD,5,Hatchback,35598,705,High
653,Tesla,Model S,2020,442,8,Diesel,Automatic,FWD,4,Truck,49050,679,High
654,Suzuki,Vitara,2020,96,4,Diesel,Manual,FWD,4,Truck,31270,503,Low
655,Toyota,Highlander,2017,304,6,Hybrid,Automatic,RWD,4,Coupe,33877,541,Low
656,Ford,F-150,2024,406,8,Hybrid,Manual,RWD,4,SUV,46043,743,High
657,Jeep,Compass,2024,283,6,Petrol,CVT,RWD,4,SUV,44481,607,Medium
658,Subaru,Forester,2015,372,6,Petrol,Automatic,FWD,4,SUV,30575,582,Medium
659,Buick,Enclave,2024,211,4,Petrol,Manual,FWD,4,Truck,46019,717,High
660,Mazda,Mazda3,2017,163,4,Petrol,CVT,FWD,4,SUV,27175,480,Low
661,Ford,Explorer,2024,237,6,Petrol,CVT,FWD,4,SUV,50586,662,High
662,Ford,F-150,2015,157,4,Electric,Automatic,RWD,4,Coupe,22254,584,Medium
663,Chevrolet,Malibu,2022,381,8,Hybrid,Automatic,FWD,4,Hatchback,43030,757,High
664,Cadillac,Escalade,2020,425,8,Diesel,Automatic,FWD,5,SUV,47653,700,High
665,Ferrari,488 GTB,2015,161,4,Hybrid,Automatic,FWD,2,Sedan,20789,478,Low
666,Mitsubishi,Lancer,2023,397,8,Petrol,Automatic,AWD,5,SUV,49840,679,High
667,Lexus,IS,2015,580,12,Diesel,Automatic,FWD,5,Coupe,38346,634,Medium
668,Cadillac,XT5,2017,318,8,Petrol,Manual,FWD,4,SUV,30989,631,Medium
669,Aston Martin,Vantage,2016,288,6,Electric,CVT,RWD,4,Sedan,29988,719,High
670,Volkswagen,Golf,2017,414,8,Electric,CVT,AWD,4,Sedan,33168,644,Medium
671,Audi,Q5,2018,230,4,Diesel,CVT,RWD,5,Hatchback,32044,578,Medium
672,Porsche,Macan,2015,453,8,Electric,Manual,FWD,4,Hatchback,33661,682,High
673,Volkswagen,Passat,2019,156,4,Diesel,Automatic,FWD,4,Truck,29146,549,Low
674,Hyundai,Elantra,2022,160,4,Petrol,Automatic,FWD,5,Van,31502,500,Low
675,Mitsubishi,Lancer,2018,122,4,Diesel,Manual,RWD,5,Sedan,25942,413,Low
676,Ferrari,Portofino,2023,325,6,Diesel,Automatic,RWD,2,Coupe,44479,763,High
677,Ram,ProMaster,2018,111,4,Petrol,Automatic,FWD,4,Sedan,30121,552,Low
678,Nissan,Murano,2016,151,4,Petrol,Automatic,FWD,4,Truck,15243,476,Low
679,Hyundai,Tucson,2024,138,4,Diesel,CVT,RWD,4,SUV,41243,599,Medium
680,Buick,Encore,2021,124,4,Petrol,Automatic,AWD,4,SUV,33528,597,Medium
681,Hyundai,Elantra,2016,193,4,Petrol,CVT,FWD,4,Truck,23665,518,Low
682,Honda,Civic,2018,155,4,Electric,CVT,FWD,2,SUV,31368,680,High
683,Lexus,IS,2018,90,4,Electric,Automatic,FWD,4,Truck,24414,485,Low
684,Buick,Encore,2017,258,6,Petrol,Automatic,AWD,5,SUV,30638,545,Low
685,Mini,Cooper,2015,149,4,Electric,Automatic,AWD,4,SUV,25326,525,Low
686,Ram,1500,2022,441,8,Petrol,Automatic,FWD,4,SUV,46975,685,High
687,Toyota,Corolla,2023,90,4,Hybrid,CVT,RWD,4,Sedan,29391,631,Medium
688,Nissan,Altima,2015,394,8,Petrol,Automatic,RWD,4,Sedan,33685,464,Low
689,Suzuki,Vitara,2017,298,6,Petrol,Automatic,AWD,5,Hatchback,28264,495,Low
690,Aston Martin,Vantage,2021,404,8,Petrol,Automatic,AWD,4,SUV,35695,680,High
691,Ferrari,Portofino,2019,90,4,Diesel,Automatic,AWD,5,Van,23384,596,Medium
692,Cadillac,Escalade,2015,378,8,Petrol,Automatic,FWD,4,Sedan,34105,554,Low
693,Audi,A6,2020,188,4,Hybrid,Manual,RWD,4,SUV,34829,707,High
694,Tesla,Model 3,2016,207,4,Petrol,Automatic,FWD,5,SUV,25806,581,Medium
695,Lexus,ES,2023,394,6,Petrol,Automatic,AWD,2,SUV,50379,650,High
696,Hyundai,Sonata,2021,147,4,Diesel,Automatic,FWD,4,Hatchback,34374,554,Low
697,Honda,Civic,2019,138,4,Petrol,CVT,AWD,5,SUV,32068,629,Medium
698,Suzuki,Swift,2023,174,4,Electric,CVT,FWD,5,Sedan,27865,655,High
699,Volkswagen,Tiguan,2024,192,4,Petrol,Automatic,FWD,5,SUV,42970,634,Medium
700,Honda,Pilot,2015,660,12,Diesel,Automatic,FWD,5,Sedan,44775,624,Medium
701,Tesla,Model X,2017,184,4,Electric,Automatic,AWD,4,Sedan,28473,601,Medium
702,Mazda,CX-50,2021,266,6,Petrol,CVT,FWD,4,Sedan,33349,571,Low
703,Mercedes,GLC,2021,255,6,Petrol,CVT,FWD,4,SUV,37759,619,Medium
704,Kia,Sportage,2020,283,6,Electric,Automatic,RWD,4,SUV,44682,722,High
705,Mini,Cooper,2016,322,8,Petrol,CVT,RWD,3,Coupe,35222,525,Low
706,Genesis,G80,2022,140,4,Hybrid,Automatic,FWD,4,Sedan,35362,634,Medium
707,Mercedes,C-Class,2022,317,6,Hybrid,Automatic,RWD,4,Hatchback,49656,677,High
708,Mitsubishi,Lancer,2021,133,4,Petrol,Automatic,AWD,4,Sedan,31849,550,Low
709,Toyota,Highlander,2015,163,4,Petrol,Automatic,FWD,4,Hatchback,18497,451,Low
710,Toyota,Camry,2018,307,6,Petrol,Automatic,FWD,4,Coupe,30437,499,Low
711,Honda,CR-V,2016,135,4,Diesel,Automatic,FWD,5,SUV,28045,629,Medium
712,Jeep,Compass,2024,160,4,Diesel,CVT,RWD,4,Van,39922,472,Low
713,Buick,Encore,2024,366,8,Petrol,CVT,FWD,4,SUV,47136,785,High
714,BMW,5 Series,2016,170,4,Petrol,Automatic,FWD,4,Sedan,16022,488,Low
715,Mercedes,GLE,2017,90,4,Diesel,Automatic,FWD,4,SUV,23347,536,Low
716,Mazda,CX-50,2017,416,8,Diesel,Automatic,AWD,2,Hatchback,41877,604,Medium
717,Honda,Accord,2024,151,4,Petrol,Automatic,AWD,4,Hatchback,37592,785,High
718,Toyota,Corolla,2021,230,4,Diesel,Manual,AWD,5,Hatchback,34085,586,Medium
719,Mazda,Mazda3,2023,379,8,Electric,Automatic,FWD,5,Truck,44127,798,High
720,Cadillac,Escalade,2015,168,4,Petrol,Automatic,FWD,5,SUV,24710,576,Low
721,Mini,Cooper,2022,301,6,Hybrid,CVT,RWD,5,Coupe,46029,657,High
722,Audi,Q5,2022,269,6,Petrol,Automatic,FWD,4,Truck,50118,777,High
723,Nissan,Murano,2022,620,12,Diesel,Automatic,FWD,4,SUV,43140,658,High
724,Chevrolet,Tahoe,2015,443,8,Petrol,Automatic,AWD,4,Truck,42524,537,Low
725,Lexus,RX,2021,119,4,Hybrid,CVT,AWD,5,SUV,32491,613,Medium
726,Buick,Enclave,2021,135,4,Diesel,Automatic,AWD,4,Sedan,34682,666,High
727,Mazda,Mazda3,2020,114,4,Petrol,CVT,RWD,2,Sedan,25474,537,Low
728,Volvo,XC90,2015,259,6,Petrol,CVT,AWD,4,SUV,21930,587,Medium
729,Hyundai,Sonata,2024,175,4,Hybrid,Manual,RWD,4,Truck,33379,580,Medium
730,Genesis,G70,2021,159,4,Petrol,CVT,RWD,4,SUV,36092,705,High
731,Ford,Explorer,2024,216,6,Petrol,Automatic,AWD,4,SUV,49530,654,High
732,Volkswagen,Jetta,2019,311,6,Diesel,Automatic,RWD,5,Hatchback,34542,589,Medium
733,Lexus,ES,2015,235,6,Petrol,Automatic,FWD,4,SUV,32138,547,Low
734,Mercedes,C-Class,2023,101,4,Petrol,Automatic,RWD,5,SUV,42688,553,Low
735,Audi,A6,2018,145,4,Diesel,Automatic,FWD,4,Coupe,31632,655,High
736,Nissan,Murano,2024,255,6,Diesel,Automatic,FWD,5,SUV,42644,622,Medium
737,Audi,Q7,2022,105,4,Petrol,Automatic,AWD,4,SUV,33875,628,Medium
738,Cadillac,XT5,2016,384,8,Electric,Automatic,RWD,4,SUV,36326,595,Medium
739,Audi,Q5,2020,125,4,Petrol,Automatic,FWD,4,Truck,36666,644,Medium
740,Volvo,XC60,2017,176,4,Hybrid,Automatic,FWD,5,SUV,30460,627,Medium
741,Hyundai,Tucson,2016,280,6,Petrol,CVT,RWD,4,Sedan,22672,507,Low
742,Honda,Pilot,2024,250,6,Diesel,Automatic,FWD,5,Van,49469,703,High
743,Ford,Escape,2015,208,4,Petrol,Automatic,FWD,5,Hatchback,29848,497,Low
744,Audi,Q5,2022,247,6,Petrol,Manual,AWD,5,Coupe,44162,720,High
745,Genesis,GV80,2018,176,4,Petrol,CVT,AWD,4,SUV,37551,531,Low
746,Kia,Sorento,2019,270,6,Petrol,Automatic,FWD,4,SUV,40086,802,High
747,Subaru,Crosstrek,2015,328,6,Petrol,Automatic,FWD,2,SUV,30820,541,Low
748,Chevrolet,Tahoe,2022,180,4,Diesel,Automatic,FWD,5,Truck,36605,613,Medium
749,Mercedes,GLC,2020,381,8,Hybrid,Automatic,FWD,2,SUV,38029,725,High
750,Mercedes,GLE,2021,251,6,Hybrid,Automatic,FWD,4,Sedan,39841,661,High
751,Suzuki,Swift,2016,109,4,Hybrid,Automatic,RWD,4,SUV,20941,522,Low
752,Ford,F-150,2015,119,4,Electric,CVT,AWD,4,SUV,20678,507,Low
753,Buick,Enclave,2016,192,4,Electric,Automatic,FWD,4,Van,26742,520,Low
754,Ford,Mustang,2019,261,6,Petrol,Automatic,RWD,4,Coupe,34688,582,Medium
755,Tesla,Model 3,2020,117,4,Petrol,Automatic,FWD,5,SUV,34141,606,Medium
756,Subaru,Outback,2019,248,6,Petrol,Automatic,RWD,5,Van,36537,625,Medium
757,Porsche,Macan,2023,444,8,Hybrid,Automatic,AWD,5,Coupe,51814,749,High
758,Hyundai,Tucson,2015,356,8,Electric,CVT,FWD,3,SUV,26372,513,Low
759,Volkswagen,Jetta,2020,281,6,Petrol,CVT,RWD,2,Sedan,36451,568,Low
760,Mini,Cooper,2019,298,6,Electric,Automatic,AWD,4,SUV,40401,656,High
761,Subaru,Crosstrek,2021,149,4,Hybrid,CVT,FWD,4,Van,34459,715,High
762,Buick,Encore,2021,283,6,Electric,Automatic,RWD,5,SUV,41363,716,High
763,Tesla,Model X,2018,176,4,Hybrid,Automatic,FWD,4,Sedan,34165,597,Medium
764,Suzuki,Swift,2015,180,4,Hybrid,Automatic,AWD,5,Truck,25156,490,Low
765,Mercedes,GLC,2024,124,4,Electric,Automatic,RWD,4,Truck,38112,671,High
766,Mini,Countryman,2016,235,6,Diesel,Automatic,RWD,4,Truck,29177,522,Low
767,Tesla,Model Y,2024,90,4,Diesel,CVT,FWD,4,Sedan,45927,672,High
768,Mazda,Mazda6,2016,408,8,Hybrid,Automatic,AWD,4,SUV,31905,681,High
769,Mitsubishi,Eclipse Cross,2017,100,4,Electric,Manual,FWD,4,Sedan,29321,604,Medium
770,Tesla,Model X,2022,235,6,Hybrid,Automatic,RWD,4,Hatchback,41682,673,High
771,Ram,ProMaster,2022,158,4,Hybrid,Automatic,FWD,5,Sedan,35150,658,High
772,Subaru,WRX,2021,300,6,Diesel,CVT,AWD,4,Truck,41162,721,High
773,Volvo,XC60,2016,281,6,Petrol,Automatic,FWD,5,SUV,34512,509,Low
774,Jeep,Wrangler,2020,147,4,Hybrid,Automatic,FWD,5,Coupe,26018,576,Low
775,Tesla,Model X,2015,160,4,Electric,Automatic,FWD,4,Coupe,25619,580,Medium
776,Genesis,GV70,2021,122,4,Petrol,Automatic,RWD,4,Sedan,34866,555,Low
777,BMW,X3,2021,153,4,Petrol,Automatic,AWD,4,Hatchback,35585,583,Medium
778,Jeep,Grand Cherokee,2016,184,4,Petrol,Automatic,RWD,2,SUV,26672,436,Low
779,Kia,K5,2018,333,6,Petrol,Automatic,RWD,4,Truck,38966,560,Low
780,Mercedes,C-Class,2016,135,4,Diesel,Automatic,FWD,4,Van,19332,495,Low
781,Subaru,Outback,2021,285,6,Electric,Manual,FWD,5,Sedan,44129,723,High
782,Ram,ProMaster,2022,286,6,Petrol,Automatic,AWD,5,Sedan,42650,679,High
783,Toyota,Camry,2023,164,4,Petrol,Manual,FWD,5,SUV,43244,580,Medium
784,Ford,Mustang,2017,292,6,Petrol,Automatic,FWD,4,Sedan,29862,496,Low
785,Genesis,G80,2016,273,6,Hybrid,Manual,FWD,4,Sedan,26681,603,Medium
786,Chevrolet,Tahoe,2022,269,6,Petrol,CVT,AWD,4,Sedan,47546,646,Medium
787,Nissan,Rogue,2019,288,6,Petrol,Automatic,FWD,5,SUV,31382,556,Low
788,Genesis,GV80,2020,128,4,Diesel,CVT,AWD,4,Coupe,29166,680,High
789,Ford,Escape,2017,142,4,Petrol,Automatic,FWD,4,Sedan,29529,526,Low
790,Mazda,Mazda3,2022,621,12,Diesel,Manual,FWD,5,Coupe,51690,655,High
791,Subaru,Forester,2022,457,8,Petrol,Automatic,FWD,5,Sedan,57543,624,Medium
792,Jeep,Grand Cherokee,2018,321,8,Electric,CVT,FWD,5,SUV,30336,556,Low
793,Ford,Mustang,2019,169,4,Petrol,Automatic,FWD,5,SUV,34352,554,Low
794,Buick,Encore,2023,602,12,Diesel,CVT,AWD,4,Hatchback,56618,746,High
795,Nissan,Altima,2019,278,6,Hybrid,CVT,AWD,5,Truck,35877,556,Low
796,Lexus,NX,2015,321,6,Petrol,Manual,RWD,5,Sedan,27674,562,Low
797,Ford,Escape,2020,302,6,Diesel,CVT,RWD,5,Van,37787,603,Medium
798,Porsche,Cayenne,2020,159,4,Electric,CVT,FWD,4,Sedan,29751,577,Low
799,Honda,CR-V,2019,151,4,Petrol,Automatic,RWD,4,Hatchback,30401,609,Medium
800,Kia,K5,2023,278,6,Petrol,Automatic,AWD,5,SUV,34285,668,High
801,Porsche,Panamera,2022,109,4,Hybrid,Automatic,AWD,4,SUV,33741,671,High
802,Kia,K5,2016,143,4,Electric,Automatic,FWD,5,Sedan,28713,513,Low
803,Audi,Q7,2018,138,4,Diesel,Automatic,FWD,4,SUV,27162,533,Low
804,Mazda,CX-5,2022,156,4,Petrol,Automatic,FWD,5,Truck,31043,720,High
805,Hyundai,Elantra,2016,643,12,Hybrid,CVT,FWD,2,SUV,41138,637,Medium
806,Mitsubishi,Lancer,2022,285,6,Petrol,Automatic,FWD,4,SUV,36002,568,Low
807,Chevrolet,Malibu,2018,353,6,Diesel,Manual,RWD,4,SUV,35025,671,High
808,BMW,X5,2020,131,4,Electric,Automatic,AWD,4,Hatchback,35824,630,Medium
809,Toyota,Camry,2024,226,6,Diesel,Automatic,RWD,4,Hatchback,34197,630,Medium
810,Aston Martin,DB11,2015,169,4,Electric,Automatic,FWD,4,SUV,29724,681,High
811,Aston Martin,Vantage,2021,442,8,Petrol,Automatic,FWD,2,Coupe,51907,691,High
812,Toyota,RAV4,2019,275,6,Electric,Automatic,AWD,5,SUV,34091,633,Medium
813,Kia,Telluride,2024,393,8,Petrol,Automatic,RWD,5,Hatchback,45834,734,High
814,Alfa Romeo,Giulia,2018,423,8,Petrol,Automatic,AWD,4,SUV,33994,634,Medium
815,Nissan,Rogue,2021,90,4,Petrol,Automatic,FWD,5,SUV,25983,497,Low
816,Mini,Cooper,2023,416,8,Diesel,CVT,FWD,5,Hatchback,43457,630,Medium
817,BMW,5 Series,2021,141,4,Diesel,Automatic,FWD,4,SUV,29237,687,High
818,Ford,Mustang,2023,304,6,Petrol,Automatic,FWD,4,Sedan,44639,602,Medium
819,Hyundai,Santa Fe,2023,340,6,Petrol,Automatic,RWD,4,Sedan,44425,688,High
820,Nissan,Altima,2020,640,12,Petrol,Automatic,RWD,4,Coupe,52994,665,High
821,Suzuki,Vitara,2018,626,12,Petrol,Automatic,FWD,4,Hatchback,48410,498,Low
822,Cadillac,Escalade,2021,639,12,Hybrid,Automatic,AWD,5,Sedan,58906,783,High
823,Honda,Civic,2022,138,4,Diesel,Manual,RWD,4,SUV,35806,609,Medium
824,Ferrari,Portofino,2017,332,6,Petrol,Automatic,FWD,4,SUV,28791,438,Low
825,Tesla,Model 3,2024,195,4,Electric,Automatic,FWD,4,SUV,47807,771,High
826,Porsche,Cayenne,2019,110,4,Diesel,Automatic,FWD,4,Sedan,28869,599,Medium
827,Alfa Romeo,Stelvio,2024,166,4,Petrol,Automatic,FWD,4,Sedan,36689,631,Medium
828,Aston Martin,DB11,2022,291,6,Hybrid,Automatic,FWD,4,SUV,36011,725,High
829,Lexus,RX,2017,139,4,Petrol,Automatic,AWD,4,SUV,31448,573,Low
830,Mazda,Mazda6,2017,244,6,Electric,Automatic,FWD,4,Sedan,34121,726,High
831,Mini,Countryman,2016,671,12,Petrol,Automatic,RWD,2,Hatchback,43481,589,Medium
832,Nissan,Murano,2015,247,6,Diesel,CVT,FWD,4,SUV,26294,456,Low
833,Hyundai,Sonata,2019,216,4,Petrol,Automatic,RWD,4,SUV,25606,599,Medium
834,Volkswagen,Tiguan,2022,314,6,Hybrid,Automatic,RWD,5,SUV,52637,676,High
835,Genesis,G70,2023,129,4,Hybrid,Automatic,AWD,5,Hatchback,36340,681,High
836,Volvo,S60,2021,96,4,Hybrid,Manual,FWD,5,Truck,28634,656,High
837,Chevrolet,Silverado,2016,376,8,Diesel,Automatic,FWD,4,Hatchback,31774,577,Low
838,Nissan,Murano,2016,357,8,Diesel,Manual,AWD,4,Sedan,31105,570,Low
839,Cadillac,Escalade,2024,171,4,Diesel,Automatic,RWD,4,SUV,40610,714,High
840,Volkswagen,Passat,2022,171,4,Hybrid,Automatic,FWD,4,SUV,34052,659,High
841,Toyota,Highlander,2021,262,6,Petrol,Automatic,RWD,4,Hatchback,37709,505,Low
842,Kia,Sportage,2015,177,4,Hybrid,Automatic,RWD,4,SUV,20313,578,Medium
843,Mini,Cooper,2020,192,4,Hybrid,Automatic,FWD,5,SUV,35083,591,Medium
844,Subaru,Forester,2021,162,4,Hybrid,Automatic,AWD,5,Hatchback,37253,773,High
845,Ram,1500,2024,254,6,Petrol,CVT,FWD,4,Sedan,44911,734,High
846,Alfa Romeo,Giulia,2019,196,4,Electric,CVT,FWD,2,SUV,31254,692,High
847,Mitsubishi,Outlander,2021,275,6,Hybrid,Automatic,RWD,4,Coupe,42042,623,Medium
848,Volvo,S90,2019,117,4,Hybrid,Automatic,FWD,4,Sedan,29614,537,Low
849,Tesla,Model Y,2024,153,4,Petrol,Automatic,FWD,4,Hatchback,39193,685,High
850,Suzuki,Swift,2019,153,4,Diesel,Automatic,AWD,4,Sedan,29399,491,Low
851,Lexus,ES,2024,354,6,Petrol,Automatic,FWD,4,SUV,41874,722,High
852,Audi,Q5,2023,312,6,Diesel,Automatic,FWD,4,SUV,46690,682,High
853,Hyundai,Elantra,2016,587,12,Petrol,Automatic,RWD,4,Sedan,34692,555,Low
854,Honda,Pilot,2018,566,12,Diesel,Automatic,FWD,4,Truck,39463,683,High
855,Mitsubishi,Lancer,2017,278,6,Petrol,CVT,AWD,4,Truck,27848,504,Low
856,Ford,Escape,2015,118,4,Electric,Automatic,RWD,4,SUV,23991,579,Medium
857,Lexus,NX,2016,252,6,Petrol,Automatic,FWD,4,Hatchback,31133,543,Low
858,Volkswagen,Jetta,2018,109,4,Electric,Automatic,FWD,4,Sedan,25472,501,Low
859,Suzuki,Swift,2017,312,6,Diesel,CVT,RWD,5,SUV,24455,485,Low
860,Honda,Civic,2024,591,12,Petrol,Automatic,RWD,4,Coupe,60429,725,High
861,Alfa Romeo,Giulia,2016,277,6,Petrol,Automatic,FWD,4,SUV,27521,539,Low
862,Ford,Explorer,2015,290,6,Diesel,Automatic,FWD,5,Sedan,24799,528,Low
863,Mazda,Mazda6,2022,90,4,Diesel,Automatic,RWD,4,Sedan,28022,634,Medium
864,Suzuki,Vitara,2023,413,8,Petrol,Automatic,AWD,4,Coupe,43748,623,Medium
865,Chevrolet,Silverado,2019,180,4,Petrol,Automatic,RWD,4,Sedan,33225,555,Low
866,Ferrari,488 GTB,2020,374,6,Electric,Automatic,AWD,4,SUV,37013,649,High
867,Toyota,RAV4,2015,276,6,Hybrid,Automatic,AWD,5,Coupe,20029,597,Medium
868,Volkswagen,Jetta,2024,277,6,Hybrid,CVT,FWD,4,SUV,45434,691,High
869,Genesis,G70,2016,359,8,Petrol,CVT,RWD,4,SUV,27731,528,Low
870,Mini,Cooper,2016,271,6,Hybrid,CVT,FWD,2,Truck,31874,591,Medium
871,Audi,A6,2023,135,4,Hybrid,CVT,AWD,5,Hatchback,36378,661,High
872,Tesla,Model 3,2019,142,4,Diesel,Automatic,FWD,4,SUV,36535,620,Medium
873,Ford,Escape,2015,342,8,Hybrid,Manual,FWD,4,Sedan,32821,533,Low
874,Nissan,Murano,2019,145,4,Petrol,Automatic,FWD,4,Van,25852,467,Low
875,Mitsubishi,Eclipse Cross,2024,284,6,Diesel,CVT,FWD,5,Hatchback,38843,662,High
876,Honda,CR-V,2023,112,4,Hybrid,CVT,RWD,4,SUV,44185,696,High
877,Volvo,S60,2024,144,4,Petrol,CVT,FWD,2,SUV,38060,496,Low
878,Jeep,Grand Cherokee,2020,146,4,Diesel,Automatic,AWD,5,Coupe,33358,533,Low
879,Ferrari,Portofino,2023,148,4,Petrol,Automatic,FWD,5,SUV,42869,597,Medium
880,Toyota,Camry,2022,189,4,Petrol,Automatic,FWD,4,Coupe,38745,461,Low
881,Genesis,G80,2020,261,6,Petrol,Manual,RWD,4,Hatchback,35679,554,Low
882,Mercedes,C-Class,2020,242,6,Petrol,Automatic,FWD,5,Sedan,37504,557,Low
883,BMW,3 Series,2021,142,4,Petrol,Manual,FWD,2,SUV,37960,517,Low
884,Buick,Encore,2021,172,4,Petrol,Automatic,FWD,4,SUV,33938,591,Medium
